index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
A. HEINZ,0.52242494,-0.06566383,0.0748314,-0.290855,0.16250134,-0.07831529,0.14655356,-0.37080872,0.41631213,0.074556746,0.18852144,-0.2108023,-0.19386108,0.06467284,-0.053786967,0.483616,0.1522948,-0.085887246,-0.49227026,-0.17029104,0.64333004,0.37518397,-0.5297058,-0.44322142,0.2560621,-0.36825076,-0.23817073,0.2976061,0.23421293,0.19628519,-0.375518,0.00021505826,0.0820476,0.255967,0.03312135,0.084118016,-0.15074109,-0.29205,0.12390623,0.12562436,0.002424969,-0.06843194,0.019098256,0.11471295,0.038624234,-0.27021754,-0.16610794,0.00533782,-0.06340123,0.029164916,-0.0056017796,-0.37765205,0.19822465,-0.24674524,0.0960288,-0.39382958,0.55048573,-0.03270168,-0.371813,0.38774797,-0.39679888,-0.24282023,0.23202138,-0.24085008,0.3301941,0.14122611,0.31483918,-0.6261319,-0.500963,-0.58342564,-0.31930774,0.29895028,-0.30342013,-0.35127375,0.2777545,-0.13027409,0.45840204,-0.26618376,-0.35285968,-0.3213802,-0.21426868,-0.030678887,-0.45384428,0.5100762,-0.12565975,0.564038,0.120423146,-0.5057169,-0.0513209,0.2182074,-0.32892513,-0.034055375,-0.25964358,0.07216385,0.29368913,-0.15384027,0.34708846,-0.40919143,-0.28540757,0.10437309,-0.20607176,0.594937,0.071356066,0.24879755,-0.050996073,0.04910542,-0.11347966,-0.032067057,-0.2274116,-0.23565535,0.050723705,-0.4179656,-0.027816618,-0.0947184,0.24858537,0.21086416,-0.16923283,0.0299326,0.12249381,-0.23641108,-0.19131055,-0.39247563,0.061129227,0.3676895,0.23914562,0.2575898,-0.15906705,-0.2369813
A. K. MAITY,0.69870836,0.25997448,0.11419008,-0.5087817,0.56017023,-0.41684058,0.27407303,-0.18539104,-0.07035116,-0.24766746,-0.53217477,0.03344343,-0.4334937,0.13106182,0.07710769,0.46670642,-0.39071175,-0.025386209,-0.22535026,-0.019812198,0.5011527,0.6086519,-0.41553146,-0.5167036,0.10465447,-0.58533704,0.180071,0.09963005,0.16737613,0.2473416,0.1464634,-0.50760883,-0.11165568,0.14977905,0.40391302,-0.29047078,-0.3238485,-0.37321725,0.1758875,-0.1283835,-0.56032276,0.3541196,0.29881975,0.30141693,-0.34001216,-0.7418735,0.12375954,-0.15247118,0.65093356,0.17003156,-0.18672307,-0.83756083,-0.40875575,0.056329053,-0.68169963,-0.72441995,0.22190976,-0.5518873,-0.7572158,0.54420865,0.22653678,-0.13397504,0.3736165,0.39005345,0.58466977,-0.40901372,0.6583438,-0.37110123,-0.5219068,0.32894245,-0.18870515,0.14339176,0.235704,-0.6507809,0.14433816,0.07583068,0.11086523,0.65772027,0.72353655,0.09837983,0.35561666,0.36296254,0.5072595,-0.10949394,0.12538472,1.0776106,0.13770741,-0.4816068,-0.32452285,0.11357755,0.09906206,-0.19527401,-0.2657458,-0.30935854,0.14670852,0.04679565,-0.29971817,0.09307975,-0.17512959,0.3252673,-0.7638376,0.44121447,0.39660132,0.32982072,0.13499792,-0.21558274,-0.11347324,0.3489167,0.13440797,-0.115547314,0.26978624,-0.5504839,0.63140535,0.015085702,0.5676598,0.081702925,0.1101736,0.057744417,0.28513893,-0.26883602,0.1682383,0.20577884,0.055747088,-0.023782969,0.3276806,-0.49704844,0.19004749,-0.18346226
A. K. ROMER,-0.12189891,-0.06042452,0.34058186,-0.054495413,0.5144328,-0.019310076,-0.0880672,0.3134859,0.17144273,-0.14060205,-0.4615852,-0.10543449,-0.24928963,0.22835441,0.15491177,0.65077007,-0.49242595,-0.42894587,-0.30686578,0.111099504,0.61315155,0.4268438,-0.54405206,-0.35675183,-0.3045516,-0.0005932992,-0.336884,0.22983097,0.29296893,-0.29555148,0.12769102,-0.16858155,0.6068958,0.077171795,0.60072964,0.006288247,0.027099276,-0.44693458,0.08414054,-0.4772535,-0.12512441,0.30308998,0.40357983,0.10109075,0.7730042,-0.15277809,0.16344897,-0.46489355,0.23985754,0.0072679967,-0.22964995,0.17933552,0.14067152,0.24413444,-0.33971292,-0.5249674,0.3489365,-0.35611412,0.14727753,0.2514683,-0.07723541,-0.041728877,0.07549182,0.14984271,0.3592323,-0.1488264,0.1471152,0.052922927,-0.1423349,-0.08838245,0.007362105,0.049520027,-0.0045464393,-0.66290975,0.41932017,-0.09746711,-0.13040388,0.1486773,-0.032538246,-0.30657122,-0.43566975,0.061294746,0.2716803,0.28246728,-0.2832318,0.100626335,0.41737017,-0.06468862,0.12360297,0.053965677,-0.26295802,-0.47756565,-0.23758158,0.0030656368,0.18643674,0.060354646,-0.17061569,-0.003962891,-0.38171047,0.11106871,0.03541031,0.107882895,-0.012114592,0.2345284,0.32150254,0.12934497,-0.4264066,0.5087991,-0.29496625,0.009150275,-0.25571927,-0.07802747,-0.03612435,0.14040966,0.6835266,0.12470997,0.06894511,-0.09500807,-0.0152262505,0.28548637,-0.023181858,-0.44348156,0.27915525,0.043070886,-0.22027047,-0.14042374,0.3946081,0.035211414
A. KAZIM CAMLIBEL,0.4435118,0.14877966,0.150927,-0.049065653,0.15918545,0.24553703,0.4445117,-0.33462468,0.66126084,-0.3729749,-0.43907523,-0.3782919,-0.51242244,-0.47782776,0.4745437,0.54989576,-0.30325535,-0.6718715,-0.39133507,0.3764244,0.23239784,0.6302363,-0.185169,-0.592627,-0.24797508,-0.19512154,-0.7413731,0.5436216,0.45721677,0.5403219,0.18141405,-0.2863633,0.57537985,0.2518046,0.27317125,-0.7358532,-0.4405766,-0.2564038,-0.0051294547,0.6770704,-0.5477338,0.46494728,0.6955428,0.40478656,0.40183416,0.10023613,0.29977474,0.27378166,0.20084976,0.063628145,-0.36909223,0.0056996783,-0.056732204,0.040824994,-0.39586487,-0.23557208,0.29431805,-0.34829077,-0.24065763,0.44587317,-0.3998216,0.16771203,0.13714074,-0.52637094,-0.05191095,-0.10239585,0.6498173,-0.32551342,-0.60373485,0.1455456,0.11572144,0.19950837,-0.027338171,-0.3335898,-0.14104298,-0.5165118,0.004291391,-0.104166225,0.5161718,-0.050211295,-0.6076876,1.0177506,-0.18082337,0.08306427,-0.81257415,0.8363973,0.1739449,-0.6235219,-0.4868247,0.437693,0.1402511,-0.111169375,-0.46123418,0.24993296,0.10104407,0.41204974,-0.6872634,0.29128358,-0.5366264,0.36462703,0.17584467,-0.008196771,-0.040264275,-0.17988995,-0.064387314,-0.19997615,-0.6209784,-0.1040127,-0.506084,0.15917374,0.7746167,-0.35314655,0.29134056,0.62004006,-0.013733536,-0.07753381,-0.16333365,-0.0903409,0.6255216,-0.09940815,0.11270519,-0.24117276,-0.50934803,-0.12177974,-0.031265147,0.49692988,-0.18120745,0.35945374
A. KELIĆ-HEIL,0.567566,0.019913299,0.096419334,-0.26839277,0.17580833,-0.058509007,0.17123567,-0.38088208,0.403645,0.08454441,0.15910816,-0.24816312,-0.22684437,0.09731199,-0.084454276,0.45367333,0.1461199,-0.07164063,-0.46690726,-0.11424136,0.6723375,0.32882217,-0.5292249,-0.40228328,0.2686824,-0.33000335,-0.18270144,0.28296682,0.22764194,0.22084652,-0.3051572,-0.011202364,0.079547144,0.26437116,0.029010111,0.09544434,-0.13948908,-0.25492784,0.12683766,0.16898724,0.08359903,-0.07026583,0.013001761,0.16208737,0.03805707,-0.26529112,-0.12710656,-0.0011904123,-0.1279581,-0.0021052652,0.067839526,-0.2982703,0.24992517,-0.22783759,0.16438447,-0.36144385,0.6214513,-0.052583225,-0.25983775,0.33090615,-0.4046239,-0.23275007,0.27724114,-0.24251507,0.31568992,0.25314945,0.3382482,-0.64156216,-0.47189537,-0.58648,-0.26571625,0.26192313,-0.2918106,-0.37686896,0.28996482,-0.14783588,0.47139853,-0.22543123,-0.36329773,-0.32311335,-0.24773942,-0.042999007,-0.38866547,0.50284004,-0.20367911,0.59415364,0.116188146,-0.49159062,-0.03452863,0.23614582,-0.3579062,-0.015940318,-0.28753334,0.08051225,0.3416397,-0.13233142,0.35491818,-0.385075,-0.2666241,0.14899372,-0.17895572,0.5850288,0.07826434,0.29678425,-0.013509916,0.0735273,-0.14124152,-0.030612474,-0.23898602,-0.24784385,0.11213276,-0.3742669,-0.053379394,-0.10732822,0.24107802,0.21486765,-0.20039193,0.03970983,0.16475649,-0.24106382,-0.20158601,-0.37058288,0.090169,0.39109817,0.24928105,0.24459949,-0.17247042,-0.24247013
A. KHALAF,0.13167144,0.27745324,0.45696428,-0.46928617,0.9021803,-0.23983504,0.16132957,-0.40500236,-0.19654293,-0.11648445,-0.096167065,0.3269762,0.012896517,0.017310869,-0.21984625,0.8586879,-0.7832161,-0.20514517,-0.41078365,0.040478118,1.2852803,0.47062942,-0.61305815,-0.23312984,-0.24847098,0.1601602,-0.5608093,0.40200186,-0.010188276,0.5902163,0.23400435,-0.5343137,-0.053225465,-0.065551,-0.13874835,-0.064563036,-0.108215004,-0.42222115,0.4602219,0.02750676,0.25120053,0.14505213,-0.0730586,0.4021397,0.15938805,0.25460303,0.42830458,0.20483394,0.33198574,-0.6062863,0.122441776,-0.5501389,0.14341578,-0.44294178,-0.80600864,-0.53298575,0.27147838,0.15754917,-0.72629374,0.0753702,0.14993308,0.2445067,-0.18537211,0.34387696,0.21300262,-0.29796556,0.12620145,-0.5383168,-0.5929426,0.081235655,0.12208844,-0.3080999,-0.37635335,-0.27098235,0.009889019,-0.33061552,-0.015582689,-0.61032397,-0.19980456,-0.59518075,-0.7999992,0.37531108,0.37333933,-0.082645446,0.21202502,0.4226357,0.017761135,-0.29096273,-0.5458743,0.055004086,-0.086387165,-0.64347804,-0.67352366,0.14030486,0.07625793,0.30728588,-0.53798276,-0.17936191,0.09804802,0.0062596085,-0.109608635,-0.25655988,-0.18078782,0.21949057,-0.01814246,0.40620252,-0.3246753,0.5191902,-0.3015206,-0.83208346,0.16931583,-0.7062267,0.12811635,0.2345909,0.14656909,-0.00870884,-0.05836309,0.026665354,0.48412716,0.2007139,-0.22013307,-0.2051859,-0.4196564,-0.10675393,0.42004213,0.16435635,-0.048414808,0.17338367
A. KNYAZEV,0.56380504,-0.013924025,0.1084274,-0.2643327,0.19930473,-0.11626704,0.17360912,-0.41993847,0.40053022,0.0980478,0.13953638,-0.26158872,-0.19165105,0.112102054,-0.079926625,0.4797129,0.10127185,-0.06494079,-0.49993908,-0.13715108,0.61028916,0.34257442,-0.5004481,-0.42908776,0.29672363,-0.38806444,-0.20806856,0.3489295,0.19359031,0.16551028,-0.3647346,-0.04330615,0.14697254,0.27599955,0.016876837,0.07656223,-0.15898703,-0.25469205,0.10314946,0.12554674,0.057835907,-0.027579136,0.0610637,0.1709495,-0.04271005,-0.24452467,-0.19841446,-0.0053651775,-0.06718189,-0.008985569,-0.049429055,-0.3563234,0.17632346,-0.22737007,0.0822743,-0.36198708,0.5838262,-0.008822761,-0.31565997,0.36651573,-0.38182312,-0.22512303,0.20510499,-0.21318422,0.29638606,0.17292382,0.34536284,-0.5903678,-0.4889127,-0.56935036,-0.2900935,0.24747115,-0.3034746,-0.34843722,0.25343004,-0.09324014,0.45273367,-0.24001162,-0.358991,-0.3094383,-0.26271793,-0.07722239,-0.48150367,0.499476,-0.20196915,0.5494993,0.10759001,-0.5535677,-0.06713694,0.20216654,-0.32229388,-0.03562831,-0.27532992,0.07435707,0.32640922,-0.17356817,0.37793413,-0.37049362,-0.30156696,0.106900826,-0.23187083,0.5380538,0.09138146,0.3242146,0.049553838,0.0250405,-0.08912348,-0.024519924,-0.27368218,-0.2597043,0.07422103,-0.38038334,-0.078326546,-0.12963481,0.25538662,0.14939408,-0.2492301,0.015603824,0.14421146,-0.2888423,-0.19733423,-0.34488395,0.08999468,0.40421525,0.2534273,0.26256683,-0.15010858,-0.27015233
A. L. RAKHMANOV,-0.13217276,0.28872544,0.08800833,-0.5843209,0.44256988,0.33332407,0.28803837,-0.3170362,-0.0019336127,-0.39264947,0.22859545,-0.3147882,-0.54235756,0.46732786,-0.029544558,0.90909123,-0.5912894,0.017043477,-0.39632037,0.12222122,0.7545021,0.15260999,-0.028521417,-0.21852796,-0.10472877,-0.651473,-0.87104255,0.26882395,0.7003557,-0.25105,0.11002805,0.062966295,0.49413735,-0.44474456,0.39114147,0.27718493,-0.3900059,-0.010853526,0.37942174,-0.28287664,-0.37549993,0.49479944,0.17868702,-0.25424433,0.22533931,-0.16933264,0.26093864,-0.5753847,-0.057850357,0.35257968,0.095833935,-0.44117743,-0.13377325,0.21466602,-0.24521261,-0.010699133,-0.4701499,-0.5466485,-0.49412495,0.27875355,0.14378901,0.3753879,-0.051599987,0.13297777,0.6526419,-0.45897084,0.6690049,-0.757162,-0.32209542,0.52149385,-0.60174114,-0.1025453,0.28300956,-0.83398527,-0.62284166,0.13505287,-0.15255162,-0.31102982,-0.34906468,-0.32611382,-0.6916843,0.7105635,0.30341512,-0.3239638,-0.34804443,1.2261317,0.14916055,-0.75631607,-0.39741263,0.77499235,-0.24372634,-0.21124722,-0.49789336,0.36430556,-0.042871464,0.018024947,-0.08619533,-0.13582352,-0.6548915,0.5040381,-0.11792199,0.38574907,0.3759395,0.33926672,0.14721338,0.37805906,-0.24418803,0.14891177,-0.71104693,-0.361928,0.476204,-0.14517042,-0.1961132,0.018289248,0.7671243,0.030595768,0.614803,0.07041221,0.15019625,-0.51819444,-0.07524045,0.15582156,-0.27124366,-0.083816685,0.09583821,0.93599087,-0.8106149,-0.35985446
A. MANOLESCU,0.38595393,0.32991388,-0.09139962,-0.1288986,0.53667444,0.30961502,-0.09018975,-0.67298096,0.32390544,0.22603486,-0.21522708,-0.20840831,-0.42221072,-0.3277701,0.06924212,0.8375245,-0.76055133,-0.04272352,-0.8856056,0.0912648,0.7507363,0.44547546,-0.42297852,-0.5366941,-0.013558148,0.45554927,-0.38526213,0.45482248,-0.19062987,-0.07784446,0.011651587,-0.45676607,-0.1430108,0.020251045,-0.06501296,-0.5066024,0.050155174,-0.037887108,-0.19126162,-0.13757862,0.23760948,0.5432319,0.34319025,0.10569803,0.69065017,0.39899042,0.42184362,0.07777438,0.024975557,-0.31069964,-0.60844266,-0.8987412,-0.19569342,0.23909779,-0.8669554,-0.087745816,-0.23108073,-0.32589433,-0.16807105,0.612493,-0.34476987,0.053216215,-0.14636903,-0.5449481,0.88164645,-0.19678722,0.34564707,0.4065886,-0.14185064,0.30025837,-1.1131715,-0.25588807,0.023884827,-0.6772358,-0.14053895,0.24002473,-0.071626686,-0.6705278,-0.37618116,-0.12134722,-0.034750313,0.10034289,-0.21821727,0.1473733,-0.27279246,0.2888497,0.0061831623,-0.298312,-0.342482,0.3309969,0.030872228,-0.66594905,0.3217027,0.1017788,0.13309719,-0.30462676,-0.038082186,0.21184926,-0.13478903,-0.014323794,0.021576168,0.13029905,0.29372364,0.28588358,0.03481305,0.08311643,-0.2728026,0.21350205,0.10853244,-0.13360071,0.12429794,-0.733098,0.29200795,-0.3588573,0.42389163,0.13483709,0.14625292,-0.5398647,0.16378307,0.23944442,0.66706437,0.3153887,0.0052727093,0.48915327,-0.3609846,-0.15182412,0.01542877,0.09416374
A. MONREAL IBERO,0.5119858,0.69712365,0.2227411,-0.72236,0.42374408,0.42457548,0.01574242,-0.19545105,0.58897626,0.32599825,-0.34103537,0.2133915,0.04589588,-0.2738032,-0.37254554,0.29420432,0.07195767,-0.49936223,-0.6156787,0.20014034,0.8589436,0.523978,-0.6547775,-0.04082562,-0.2723263,-0.2587338,-0.22775751,0.25004753,0.08549391,0.20878068,-0.15999275,0.0683131,-0.5734804,0.58074766,0.4534517,-0.33243534,-0.14578024,-0.7881207,0.06195954,-0.2014148,0.16715232,0.3292446,-0.05170371,0.4824683,0.84906787,-0.110514924,0.3240331,0.23548847,0.20376568,-0.27685246,0.3030167,-0.41330904,-0.40748143,0.7059375,0.3264248,-0.40599558,0.049632534,-0.3805133,-0.5321086,0.31526944,-0.18650566,-0.07948582,-0.12161478,0.22056769,0.917336,-0.09951239,0.97347087,0.039820023,-0.3716992,0.23647584,0.17245808,0.3013245,-0.19046356,0.28696704,0.07874732,-0.016035933,-0.355017,-0.25795007,-0.16812366,0.26232767,-0.4129079,0.8402412,-0.22514969,0.63806635,-0.04840426,0.20604949,0.09529468,-0.33104208,0.41708946,0.4415817,0.11176001,0.088932745,-0.010258846,0.021269638,-0.27100366,0.16611609,0.438801,0.13975301,-0.24076113,-0.21032898,-0.5519043,0.16435373,0.014732112,0.08082355,0.017222788,0.18743487,-0.01781816,0.22927526,-0.59820557,-0.38043597,0.14317653,-0.45952964,0.19940107,-0.3911739,0.39285755,-0.19821297,-0.36077234,-0.2772185,0.44821623,0.30805954,0.73974603,0.25303912,-0.108202584,-0.1663945,-0.021039212,0.32272103,-0.19363087,-0.3885115
A. O. SBOYCHAKOV,-0.2727882,0.5088559,-0.16630137,-0.6805427,0.61032516,0.48944438,0.18941943,-0.20534955,0.20333429,-0.025648901,0.05557942,-0.21463789,-0.2322879,0.4647033,-0.12587065,1.0031847,-0.5902709,-0.44552848,-0.19106591,0.04547594,0.97156334,0.029935904,-0.027396897,-0.24232864,-0.07883232,-0.60010314,-0.78352183,0.25536612,0.7322546,0.05744696,-0.21892309,0.38654017,0.4029102,-0.10914929,0.59345615,0.013649338,-0.21126534,-0.44760042,-0.048692927,0.31675366,-0.28771958,0.5175983,0.2847599,-0.21170682,0.20151545,-0.5761453,0.6028842,-0.62022805,-0.1511511,0.038895115,0.18846612,-0.45104977,-0.22026736,0.1809145,-0.4988271,-0.37735453,-0.37611473,-0.39847028,-0.47306618,0.18399622,-0.053042144,0.13837108,-0.16852456,0.3050528,0.5552014,-0.5599691,0.38865435,-0.5423383,-0.31032127,0.61474377,-0.30098283,-0.2924564,0.39806083,-0.8606399,-0.5244627,0.11725863,0.058174703,-0.59512365,-0.40276644,0.11052022,-0.59928644,0.82264686,0.07747449,-0.34216255,-0.2539636,1.3282117,0.30850247,-0.55613023,-0.5246687,0.5392647,-0.20170929,-0.16681248,-0.709207,-0.010204342,-0.20675035,0.30483317,0.12727144,-0.3564816,-0.62621397,0.5765692,0.13855724,0.42504045,0.19790581,-0.1038353,0.31471884,0.09155956,-0.39013028,0.32249647,-0.27658704,-0.25837398,0.3410038,-0.11861218,-0.2012542,-0.28398028,0.58521664,0.33803788,0.4602312,-0.14402647,0.18882135,-0.5376873,0.29564473,-0.16296831,-0.46583626,0.10471149,0.32410657,0.63968766,-0.7865109,-0.41888422
A. OBERTELLI,0.52406,0.0035655363,0.12606005,-0.28762618,0.1755661,-0.15338889,0.18315133,-0.39943972,0.37434286,0.06261279,0.18270472,-0.22189434,-0.2129506,0.12415088,-0.08515828,0.4595904,0.08539553,-0.08980408,-0.46544063,-0.17654547,0.62083626,0.32804003,-0.5319139,-0.38818294,0.26620764,-0.36284146,-0.2087668,0.31957987,0.20498021,0.18782236,-0.39575872,-0.038544476,0.13901767,0.2740578,0.047232375,0.12659125,-0.18390167,-0.29470158,0.12590492,0.11074054,0.03412785,-0.028183218,-0.008560312,0.21887888,-0.0053539807,-0.29819152,-0.19924104,0.0191728,-0.08232984,0.01083832,0.023405802,-0.32845438,0.17370956,-0.23571515,0.07568181,-0.33883044,0.5698798,-0.07655744,-0.34614554,0.39704463,-0.33564472,-0.27036703,0.22123931,-0.28348264,0.3166077,0.149484,0.32160297,-0.63056636,-0.49604067,-0.5791267,-0.29725423,0.2708834,-0.32212406,-0.3537074,0.260418,-0.13754234,0.49510932,-0.21769924,-0.37175643,-0.31928104,-0.27511922,-0.03280766,-0.4653713,0.48392135,-0.1405279,0.61864704,0.049287587,-0.50216675,-0.043618064,0.13684681,-0.35239115,-0.047638096,-0.30152538,0.10817997,0.3091837,-0.16353303,0.35995513,-0.3661671,-0.2753821,0.08760202,-0.2777823,0.579353,0.03142664,0.31362003,0.034894165,0.027165554,-0.05838728,0.0016357271,-0.19644643,-0.20958139,0.027553178,-0.3551927,-0.08478713,-0.14079005,0.25099698,0.21515954,-0.19185713,0.049215484,0.18133949,-0.26012596,-0.19423923,-0.3422658,0.0691636,0.36252528,0.21172449,0.27773908,-0.16801895,-0.2335354
A. PALMESE,-0.11053491,-0.049971923,0.33037117,-0.0083511155,0.5106509,-0.0119911535,-0.062142413,0.30542192,0.13074191,-0.12128121,-0.44706067,-0.13887477,-0.2949662,0.22890864,0.21246903,0.6422662,-0.44429725,-0.4606619,-0.29773197,0.11867667,0.6137284,0.45353797,-0.49942082,-0.28833908,-0.33197328,0.019296193,-0.2734552,0.24066903,0.30376267,-0.29434606,0.115401685,-0.13822743,0.6058578,0.09482814,0.5828299,0.06640905,-0.018581036,-0.4853946,0.10337722,-0.51866776,-0.15272045,0.34338745,0.43466944,0.06635317,0.82722944,-0.1553758,0.18083364,-0.49240372,0.1776439,0.02626322,-0.2076179,0.16008128,0.11689916,0.24700369,-0.33410847,-0.5185573,0.27690342,-0.37820652,0.17591077,0.24318334,-0.042291366,-0.065745115,0.020957293,0.125701,0.36638007,-0.11400574,0.16911742,0.059552822,-0.13003922,-0.108899824,-0.013230895,0.051129714,-0.03630032,-0.68711054,0.43278992,-0.13741532,-0.108133234,0.15526249,-0.06165067,-0.2754208,-0.39458445,0.09180825,0.25084248,0.2604991,-0.34771293,0.124520905,0.43247414,-0.10441952,0.10301944,0.0694584,-0.23624451,-0.4593359,-0.20593894,0.044203006,0.23519377,0.06053136,-0.219308,-0.06366775,-0.3942909,0.09086687,0.053098653,0.10725814,-0.028731767,0.20667121,0.3189186,0.11316304,-0.42637986,0.50924855,-0.33778897,-0.037581656,-0.2410764,-0.07237232,-0.046627022,0.104128666,0.66290754,0.11942569,0.057498638,-0.1076567,-0.08157944,0.31048116,-0.038603473,-0.4098724,0.2624253,0.03570454,-0.2181488,-0.15240574,0.359017,0.07164645
A. PAUL ALIVISATOS,0.17210518,0.175649,0.28332242,-0.59125125,0.6450377,0.07197741,-0.25506994,-0.5747162,0.20570487,0.15360653,-0.08813226,0.2212729,-0.59891504,-0.03915698,-0.31284148,0.13712248,-0.73532957,0.078289606,-0.25960043,0.7309402,1.633961,0.34525707,-0.31647632,0.29488292,-0.8526879,-0.023402344,-0.62173873,0.58214575,0.0026201769,0.57555854,-0.17929982,-0.23440735,-0.28288835,0.2227488,0.20517932,-0.3438702,-0.15147436,-0.008271006,-0.40140817,0.14856948,0.6506203,0.35313648,0.44152898,0.3999318,0.5214083,0.3723328,-0.5179345,0.46523052,0.43699273,0.4480561,-0.1592051,-0.03752337,0.008587668,0.45570594,-0.27997628,-0.3663157,0.11505176,-0.4244999,0.0018862818,0.25642392,-0.53066856,0.122792765,0.24123558,0.12120242,0.49866024,0.09827872,0.22975393,-0.3546872,-0.21941923,-0.49424997,-0.12909056,-0.1711515,-0.16177465,0.14588088,-0.06293391,0.1409795,0.30752268,0.19217874,0.2561799,-0.2729662,0.22175932,-0.11459252,0.2535012,0.11807917,-0.6649346,0.84476846,0.065752566,-0.6244279,-0.074209124,0.16635029,-0.23555271,-0.36372763,-0.21088275,0.13684322,-0.2689094,-0.70909756,0.17532246,-0.03284778,-0.32812655,0.7017572,-0.47049862,0.09669849,-0.5366706,0.26987967,-0.15715048,0.3432789,-0.57555187,0.42891124,-0.62920225,-0.0023538424,0.3172033,-0.08558693,0.4566708,-0.22633725,0.3355316,0.47455853,0.34026894,-0.18104158,0.18863231,0.093288206,0.39980394,0.004373346,0.1869096,0.45982993,0.27146798,0.5163622,0.4292746,-0.115996756
A. PEREA,0.53628516,-0.00026379497,0.13500302,-0.28142896,0.18313083,-0.09464496,0.16202092,-0.37180266,0.4069763,0.09243355,0.16092765,-0.24763304,-0.2481655,0.13797833,-0.13453585,0.42098746,0.090404086,-0.060592595,-0.41976482,-0.1595485,0.64331424,0.35256568,-0.51834816,-0.44771445,0.30892462,-0.37879938,-0.12137472,0.30485868,0.22378783,0.14893058,-0.3810876,-0.039046858,0.034085993,0.2554357,0.055096924,0.08418915,-0.19841076,-0.27115774,0.09831122,0.12433132,0.010872716,-0.033064675,0.06717535,0.1670957,-0.00051293685,-0.30609924,-0.16332135,-0.012411269,-0.09837828,0.003802782,0.018906485,-0.29704058,0.14471227,-0.21283348,0.09474911,-0.34059817,0.56575155,-0.09216723,-0.34969705,0.38074076,-0.36679196,-0.20826678,0.20193249,-0.23080668,0.34402373,0.18983033,0.33731103,-0.6235197,-0.4875268,-0.5827771,-0.2998397,0.29861617,-0.32590187,-0.413688,0.2815976,-0.10501862,0.4544019,-0.21513559,-0.39088035,-0.2807637,-0.2877344,-0.06003896,-0.45887068,0.49350625,-0.12169922,0.5982964,0.051032614,-0.56623656,-0.033011533,0.17158712,-0.31943342,0.008231542,-0.30161458,0.088432655,0.28896633,-0.1159595,0.35039815,-0.42226002,-0.35928366,0.08344904,-0.23841153,0.60047936,0.040367726,0.34638035,0.02083637,0.038797874,-0.091237016,-0.028803462,-0.18648097,-0.23416816,0.09676418,-0.35900438,-0.085454896,-0.13467376,0.25324506,0.21790546,-0.19916926,0.017497035,0.14570491,-0.24839133,-0.2105398,-0.28819212,0.052161776,0.38343447,0.23570564,0.27957273,-0.13431671,-0.26509687
A. PIERES,-0.12127916,-0.07672073,0.32690594,-0.059918314,0.52614826,0.037194658,-0.054939993,0.27897298,0.106295496,-0.15674974,-0.42838383,-0.15644951,-0.28510115,0.1613667,0.18287548,0.68193,-0.4310585,-0.4512945,-0.28764993,0.11938806,0.57921493,0.42802134,-0.5198026,-0.33446488,-0.3225561,0.0048259273,-0.28022027,0.2426138,0.25317663,-0.27174178,0.15181285,-0.2003192,0.6142527,0.083571605,0.55623055,0.06114258,-0.011980569,-0.43642125,0.08029343,-0.47517323,-0.15510836,0.33986008,0.513717,0.0933806,0.8775255,-0.11677426,0.18317719,-0.4712711,0.22913384,0.022344766,-0.23469913,0.19703443,0.063151,0.18573408,-0.34244734,-0.49884334,0.33813336,-0.3540947,0.10898547,0.2331934,-0.035482056,-0.0029001902,0.037590116,0.14039454,0.3584289,-0.1250152,0.17114401,0.0064188372,-0.11959696,-0.13980198,0.005374798,0.05506029,-0.032066617,-0.6894144,0.42420557,-0.11248058,-0.08722138,0.17619136,-0.021630837,-0.2934181,-0.4021321,0.053584784,0.21369109,0.24413268,-0.348062,0.079825945,0.37178022,-0.084729224,0.1130877,0.10900399,-0.2384335,-0.47930765,-0.23613277,0.040507622,0.26110566,0.06481045,-0.21180919,-0.021027625,-0.38952953,0.11337616,0.061729465,0.08468815,-0.02181402,0.20862393,0.33376238,0.13739543,-0.4262797,0.5123105,-0.2912472,-0.039042644,-0.23375495,-0.07122191,-0.016610175,0.12190151,0.757141,0.14615698,0.07643767,-0.086153984,0.0011379919,0.29357624,-0.008372022,-0.38896966,0.28405985,0.050070584,-0.2624686,-0.13718972,0.37497836,-0.00032323351
